userId	geneSymbol	geneName	entrezgene	gLink
ADH1A	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	124	https://www.ncbi.nlm.nih.gov/gene/?term=124
TCF21	TCF21	transcription factor 21	6943	https://www.ncbi.nlm.nih.gov/gene/?term=6943
RNF186	RNF186	ring finger protein 186	54546	https://www.ncbi.nlm.nih.gov/gene/?term=54546
SIX3	SIX3	SIX homeobox 3	6496	https://www.ncbi.nlm.nih.gov/gene/?term=6496
NTF3	NTF3	neurotrophin 3	4908	https://www.ncbi.nlm.nih.gov/gene/?term=4908
NPHS1	NPHS1	NPHS1, nephrin	4868	https://www.ncbi.nlm.nih.gov/gene/?term=4868
UGT1A6	UGT1A6	UDP glucuronosyltransferase family 1 member A6	54578	https://www.ncbi.nlm.nih.gov/gene/?term=54578
IL20	IL20	interleukin 20	50604	https://www.ncbi.nlm.nih.gov/gene/?term=50604
SCGB1A1	SCGB1A1	secretoglobin family 1A member 1	7356	https://www.ncbi.nlm.nih.gov/gene/?term=7356
APCS	APCS	amyloid P component, serum	325	https://www.ncbi.nlm.nih.gov/gene/?term=325
SERPINA4	SERPINA4	serpin family A member 4	5267	https://www.ncbi.nlm.nih.gov/gene/?term=5267
ANKRD1	ANKRD1	ankyrin repeat domain 1	27063	https://www.ncbi.nlm.nih.gov/gene/?term=27063
IGFL1	IGFL1	IGF like family member 1	374918	https://www.ncbi.nlm.nih.gov/gene/?term=374918
FGF19	FGF19	fibroblast growth factor 19	9965	https://www.ncbi.nlm.nih.gov/gene/?term=9965
SLCO1B3	SLCO1B3	solute carrier organic anion transporter family member 1B3	28234	https://www.ncbi.nlm.nih.gov/gene/?term=28234
HABP2	HABP2	hyaluronan binding protein 2	3026	https://www.ncbi.nlm.nih.gov/gene/?term=3026
C2CD4A	C2CD4A	C2 calcium dependent domain containing 4A	145741	https://www.ncbi.nlm.nih.gov/gene/?term=145741
PHGR1	PHGR1	proline, histidine and glycine rich 1	644844	https://www.ncbi.nlm.nih.gov/gene/?term=644844
TM4SF5	TM4SF5	transmembrane 4 L six family member 5	9032	https://www.ncbi.nlm.nih.gov/gene/?term=9032
CREB3L3	CREB3L3	cAMP responsive element binding protein 3 like 3	84699	https://www.ncbi.nlm.nih.gov/gene/?term=84699
SLC17A2	SLC17A2	solute carrier family 17 member 2	10246	https://www.ncbi.nlm.nih.gov/gene/?term=10246
CYP2B6	CYP2B6	cytochrome P450 family 2 subfamily B member 6	1555	https://www.ncbi.nlm.nih.gov/gene/?term=1555
PITX1	PITX1	paired like homeodomain 1	5307	https://www.ncbi.nlm.nih.gov/gene/?term=5307
TINAG	TINAG	tubulointerstitial nephritis antigen	27283	https://www.ncbi.nlm.nih.gov/gene/?term=27283
UGT1A1	UGT1A1	UDP glucuronosyltransferase family 1 member A1	54658	https://www.ncbi.nlm.nih.gov/gene/?term=54658
TMEM40	TMEM40	transmembrane protein 40	55287	https://www.ncbi.nlm.nih.gov/gene/?term=55287
BMP3	BMP3	bone morphogenetic protein 3	651	https://www.ncbi.nlm.nih.gov/gene/?term=651
PVALB	PVALB	parvalbumin	5816	https://www.ncbi.nlm.nih.gov/gene/?term=5816
CYP2C9	CYP2C9	cytochrome P450 family 2 subfamily C member 9	1559	https://www.ncbi.nlm.nih.gov/gene/?term=1559
AKR1B10	AKR1B10	aldo-keto reductase family 1 member B10	57016	https://www.ncbi.nlm.nih.gov/gene/?term=57016
ADH1C	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	126	https://www.ncbi.nlm.nih.gov/gene/?term=126
CCBE1	CCBE1	collagen and calcium binding EGF domains 1	147372	https://www.ncbi.nlm.nih.gov/gene/?term=147372
C6orf141	C6orf141	chromosome 6 open reading frame 141	135398	https://www.ncbi.nlm.nih.gov/gene/?term=135398
SERPINA10	SERPINA10	serpin family A member 10	51156	https://www.ncbi.nlm.nih.gov/gene/?term=51156
C6orf222	C6orf222	chromosome 6 open reading frame 222	389384	https://www.ncbi.nlm.nih.gov/gene/?term=389384
SLC5A8	SLC5A8	solute carrier family 5 member 8	160728	https://www.ncbi.nlm.nih.gov/gene/?term=160728
FABP6	FABP6	fatty acid binding protein 6	2172	https://www.ncbi.nlm.nih.gov/gene/?term=2172
MAL2	MAL2	mal, T cell differentiation protein 2 (gene/pseudogene)	114569	https://www.ncbi.nlm.nih.gov/gene/?term=114569
CDHR2	CDHR2	cadherin related family member 2	54825	https://www.ncbi.nlm.nih.gov/gene/?term=54825
SH3RF2	SH3RF2	SH3 domain containing ring finger 2	153769	https://www.ncbi.nlm.nih.gov/gene/?term=153769
UGT3A2	UGT3A2	UDP glycosyltransferase family 3 member A2	167127	https://www.ncbi.nlm.nih.gov/gene/?term=167127
NGB	NGB	neuroglobin	58157	https://www.ncbi.nlm.nih.gov/gene/?term=58157
SERPINB5	SERPINB5	serpin family B member 5	5268	https://www.ncbi.nlm.nih.gov/gene/?term=5268
MS4A15	MS4A15	membrane spanning 4-domains A15	219995	https://www.ncbi.nlm.nih.gov/gene/?term=219995
KRT31	KRT31	keratin 31	3881	https://www.ncbi.nlm.nih.gov/gene/?term=3881
TYRP1	TYRP1	tyrosinase related protein 1	7306	https://www.ncbi.nlm.nih.gov/gene/?term=7306
SLC18A2	SLC18A2	solute carrier family 18 member A2	6571	https://www.ncbi.nlm.nih.gov/gene/?term=6571
KLK8	KLK8	kallikrein related peptidase 8	11202	https://www.ncbi.nlm.nih.gov/gene/?term=11202
C11orf53	C11orf53	chromosome 11 open reading frame 53	341032	https://www.ncbi.nlm.nih.gov/gene/?term=341032
PRAP1	PRAP1	proline rich acidic protein 1	118471	https://www.ncbi.nlm.nih.gov/gene/?term=118471
UGT1A3	UGT1A3	UDP glucuronosyltransferase family 1 member A3	54659	https://www.ncbi.nlm.nih.gov/gene/?term=54659
