userId	geneSymbol	geneName	entrezgene	gLink
CLDN6	CLDN6	claudin 6	9074	https://www.ncbi.nlm.nih.gov/gene/?term=9074
ELF5	ELF5	E74 like ETS transcription factor 5	2001	https://www.ncbi.nlm.nih.gov/gene/?term=2001
UPK1B	UPK1B	uroplakin 1B	7348	https://www.ncbi.nlm.nih.gov/gene/?term=7348
DRD2	DRD2	dopamine receptor D2	1813	https://www.ncbi.nlm.nih.gov/gene/?term=1813
ANKRD30A	ANKRD30A	ankyrin repeat domain 30A	91074	https://www.ncbi.nlm.nih.gov/gene/?term=91074
KIAA1210	KIAA1210	KIAA1210	57481	https://www.ncbi.nlm.nih.gov/gene/?term=57481
GPR12	GPR12	G protein-coupled receptor 12	2835	https://www.ncbi.nlm.nih.gov/gene/?term=2835
UMODL1	UMODL1	uromodulin like 1	89766	https://www.ncbi.nlm.nih.gov/gene/?term=89766
ROBO2	ROBO2	roundabout guidance receptor 2	6092	https://www.ncbi.nlm.nih.gov/gene/?term=6092
IRX4	IRX4	iroquois homeobox 4	50805	https://www.ncbi.nlm.nih.gov/gene/?term=50805
PRND	PRND	prion like protein doppel	23627	https://www.ncbi.nlm.nih.gov/gene/?term=23627
CELF3	CELF3	CUGBP Elav-like family member 3	11189	https://www.ncbi.nlm.nih.gov/gene/?term=11189
SYNPR	SYNPR	synaptoporin	132204	https://www.ncbi.nlm.nih.gov/gene/?term=132204
CALML5	CALML5	calmodulin like 5	51806	https://www.ncbi.nlm.nih.gov/gene/?term=51806
ATP6V0A4	ATP6V0A4	ATPase H+ transporting V0 subunit a4	50617	https://www.ncbi.nlm.nih.gov/gene/?term=50617
SHANK1	SHANK1	SH3 and multiple ankyrin repeat domains 1	50944	https://www.ncbi.nlm.nih.gov/gene/?term=50944
KHDRBS2	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2	202559	https://www.ncbi.nlm.nih.gov/gene/?term=202559
C11orf87	C11orf87	chromosome 11 open reading frame 87	399947	https://www.ncbi.nlm.nih.gov/gene/?term=399947
LHFPL3	LHFPL3	LHFPL tetraspan subfamily member 3	375612	https://www.ncbi.nlm.nih.gov/gene/?term=375612
POU6F2	POU6F2	POU class 6 homeobox 2	11281	https://www.ncbi.nlm.nih.gov/gene/?term=11281
HEPACAM2	HEPACAM2	HEPACAM family member 2	253012	https://www.ncbi.nlm.nih.gov/gene/?term=253012
LRRC36	LRRC36	leucine rich repeat containing 36	55282	https://www.ncbi.nlm.nih.gov/gene/?term=55282
TCL6	TCL6	T cell leukemia/lymphoma 6	27004	https://www.ncbi.nlm.nih.gov/gene/?term=27004
ZNF536	ZNF536	zinc finger protein 536	9745	https://www.ncbi.nlm.nih.gov/gene/?term=9745
SLC35D3	SLC35D3	solute carrier family 35 member D3	340146	https://www.ncbi.nlm.nih.gov/gene/?term=340146
SRRM4	SRRM4	serine/arginine repetitive matrix 4	84530	https://www.ncbi.nlm.nih.gov/gene/?term=84530
TRHDE	TRHDE	thyrotropin releasing hormone degrading enzyme	29953	https://www.ncbi.nlm.nih.gov/gene/?term=29953
ACTL6B	ACTL6B	actin like 6B	51412	https://www.ncbi.nlm.nih.gov/gene/?term=51412
WIF1	WIF1	WNT inhibitory factor 1	11197	https://www.ncbi.nlm.nih.gov/gene/?term=11197
TMEM229A	TMEM229A	transmembrane protein 229A	730130	https://www.ncbi.nlm.nih.gov/gene/?term=730130
DACH2	DACH2	dachshund family transcription factor 2	117154	https://www.ncbi.nlm.nih.gov/gene/?term=117154
SLC9A4	SLC9A4	solute carrier family 9 member A4	389015	https://www.ncbi.nlm.nih.gov/gene/?term=389015
KLK12	KLK12	kallikrein related peptidase 12	43849	https://www.ncbi.nlm.nih.gov/gene/?term=43849
MMP8	MMP8	matrix metallopeptidase 8	4317	https://www.ncbi.nlm.nih.gov/gene/?term=4317
HOTAIR	HOTAIR	HOX transcript antisense RNA	100124700	https://www.ncbi.nlm.nih.gov/gene/?term=100124700
POU3F2	POU3F2	POU class 3 homeobox 2	5454	https://www.ncbi.nlm.nih.gov/gene/?term=5454
STXBP5L	STXBP5L	syntaxin binding protein 5 like	9515	https://www.ncbi.nlm.nih.gov/gene/?term=9515
TMEM213	TMEM213	transmembrane protein 213	155006	https://www.ncbi.nlm.nih.gov/gene/?term=155006
FER1L6	FER1L6	fer-1 like family member 6	654463	https://www.ncbi.nlm.nih.gov/gene/?term=654463
SOSTDC1	SOSTDC1	sclerostin domain containing 1	25928	https://www.ncbi.nlm.nih.gov/gene/?term=25928
NELL1	NELL1	neural EGFL like 1	4745	https://www.ncbi.nlm.nih.gov/gene/?term=4745
AQP2	AQP2	aquaporin 2	359	https://www.ncbi.nlm.nih.gov/gene/?term=359
HS3ST5	HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5	222537	https://www.ncbi.nlm.nih.gov/gene/?term=222537
KCNH8	KCNH8	potassium voltage-gated channel subfamily H member 8	131096	https://www.ncbi.nlm.nih.gov/gene/?term=131096
HOXC11	HOXC11	homeobox C11	3227	https://www.ncbi.nlm.nih.gov/gene/?term=3227
MOG	MOG	myelin oligodendrocyte glycoprotein	4340	https://www.ncbi.nlm.nih.gov/gene/?term=4340
RGS7	RGS7	regulator of G protein signaling 7	6000	https://www.ncbi.nlm.nih.gov/gene/?term=6000
COL2A1	COL2A1	collagen type II alpha 1 chain	1280	https://www.ncbi.nlm.nih.gov/gene/?term=1280
FEV	FEV	FEV, ETS transcription factor	54738	https://www.ncbi.nlm.nih.gov/gene/?term=54738
HOXC10	HOXC10	homeobox C10	3226	https://www.ncbi.nlm.nih.gov/gene/?term=3226
GJB7	GJB7	gap junction protein beta 7	375519	https://www.ncbi.nlm.nih.gov/gene/?term=375519
ZNF560	ZNF560	zinc finger protein 560	147741	https://www.ncbi.nlm.nih.gov/gene/?term=147741
SEZ6	SEZ6	seizure related 6 homolog	124925	https://www.ncbi.nlm.nih.gov/gene/?term=124925
ADAMTS19	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	171019	https://www.ncbi.nlm.nih.gov/gene/?term=171019
GABRR1	GABRR1	gamma-aminobutyric acid type A receptor rho1 subunit	2569	https://www.ncbi.nlm.nih.gov/gene/?term=2569
PRMT8	PRMT8	protein arginine methyltransferase 8	56341	https://www.ncbi.nlm.nih.gov/gene/?term=56341
