userId	geneSymbol	geneName	entrezgene	gLink
ADH1A	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	124	https://www.ncbi.nlm.nih.gov/gene/?term=124
RFX4	RFX4	regulatory factor X4	5992	https://www.ncbi.nlm.nih.gov/gene/?term=5992
SLC17A3	SLC17A3	solute carrier family 17 member 3	10786	https://www.ncbi.nlm.nih.gov/gene/?term=10786
ACTL6B	ACTL6B	actin like 6B	51412	https://www.ncbi.nlm.nih.gov/gene/?term=51412
MYOC	MYOC	myocilin	4653	https://www.ncbi.nlm.nih.gov/gene/?term=4653
ACSM2B	ACSM2B	acyl-CoA synthetase medium chain family member 2B	348158	https://www.ncbi.nlm.nih.gov/gene/?term=348158
SLC17A1	SLC17A1	solute carrier family 17 member 1	6568	https://www.ncbi.nlm.nih.gov/gene/?term=6568
LRRC3B	LRRC3B	leucine rich repeat containing 3B	116135	https://www.ncbi.nlm.nih.gov/gene/?term=116135
DPYSL5	DPYSL5	dihydropyrimidinase like 5	56896	https://www.ncbi.nlm.nih.gov/gene/?term=56896
SLC17A2	SLC17A2	solute carrier family 17 member 2	10246	https://www.ncbi.nlm.nih.gov/gene/?term=10246
SLC22A6	SLC22A6	solute carrier family 22 member 6	9356	https://www.ncbi.nlm.nih.gov/gene/?term=9356
TAC3	TAC3	tachykinin 3	6866	https://www.ncbi.nlm.nih.gov/gene/?term=6866
SLC22A12	SLC22A12	solute carrier family 22 member 12	116085	https://www.ncbi.nlm.nih.gov/gene/?term=116085
