userId	geneSymbol	geneName	entrezgene	gLink
RPRM	RPRM	reprimo, TP53 dependent G2 arrest mediator homolog	56475	https://www.ncbi.nlm.nih.gov/gene/?term=56475
CNGA3	CNGA3	cyclic nucleotide gated channel alpha 3	1261	https://www.ncbi.nlm.nih.gov/gene/?term=1261
AMTN	AMTN	amelotin	401138	https://www.ncbi.nlm.nih.gov/gene/?term=401138
PCA3	PCA3	prostate cancer associated 3	50652	https://www.ncbi.nlm.nih.gov/gene/?term=50652
TMPRSS11A	TMPRSS11A	transmembrane serine protease 11A	339967	https://www.ncbi.nlm.nih.gov/gene/?term=339967
SPINK2	SPINK2	serine peptidase inhibitor, Kazal type 2	6691	https://www.ncbi.nlm.nih.gov/gene/?term=6691
SFTA2	SFTA2	surfactant associated 2	389376	https://www.ncbi.nlm.nih.gov/gene/?term=389376
RFX4	RFX4	regulatory factor X4	5992	https://www.ncbi.nlm.nih.gov/gene/?term=5992
C12orf56	C12orf56	chromosome 12 open reading frame 56	115749	https://www.ncbi.nlm.nih.gov/gene/?term=115749
GGT8P	GGT8P	gamma-glutamyltransferase 8 pseudogene	645367	https://www.ncbi.nlm.nih.gov/gene/?term=645367
KHDRBS2	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2	202559	https://www.ncbi.nlm.nih.gov/gene/?term=202559
PGC	PGC	progastricsin	5225	https://www.ncbi.nlm.nih.gov/gene/?term=5225
KCNH6	KCNH6	potassium voltage-gated channel subfamily H member 6	81033	https://www.ncbi.nlm.nih.gov/gene/?term=81033
CDH10	CDH10	cadherin 10	1008	https://www.ncbi.nlm.nih.gov/gene/?term=1008
CPNE6	CPNE6	copine 6	9362	https://www.ncbi.nlm.nih.gov/gene/?term=9362
PRSS1	PRSS1	serine protease 1	5644	https://www.ncbi.nlm.nih.gov/gene/?term=5644
CLEC18C	CLEC18C	C-type lectin domain family 18 member C	283971	https://www.ncbi.nlm.nih.gov/gene/?term=283971
SLC9A4	SLC9A4	solute carrier family 9 member A4	389015	https://www.ncbi.nlm.nih.gov/gene/?term=389015
ILDR2	ILDR2	immunoglobulin like domain containing receptor 2	387597	https://www.ncbi.nlm.nih.gov/gene/?term=387597
C6orf222	C6orf222	chromosome 6 open reading frame 222	389384	https://www.ncbi.nlm.nih.gov/gene/?term=389384
FA2H	FA2H	fatty acid 2-hydroxylase	79152	https://www.ncbi.nlm.nih.gov/gene/?term=79152
CNTNAP5	CNTNAP5	contactin associated protein like 5	129684	https://www.ncbi.nlm.nih.gov/gene/?term=129684
RPTN	RPTN	repetin	126638	https://www.ncbi.nlm.nih.gov/gene/?term=126638
NKX2-2	NKX2-2	NK2 homeobox 2	4821	https://www.ncbi.nlm.nih.gov/gene/?term=4821
CPA6	CPA6	carboxypeptidase A6	57094	https://www.ncbi.nlm.nih.gov/gene/?term=57094
PLA2G4F	PLA2G4F	phospholipase A2 group IVF	255189	https://www.ncbi.nlm.nih.gov/gene/?term=255189
CDH16	CDH16	cadherin 16	1014	https://www.ncbi.nlm.nih.gov/gene/?term=1014
PAX7	PAX7	paired box 7	5081	https://www.ncbi.nlm.nih.gov/gene/?term=5081
POU6F2	POU6F2	POU class 6 homeobox 2	11281	https://www.ncbi.nlm.nih.gov/gene/?term=11281
SLIT1	SLIT1	slit guidance ligand 1	6585	https://www.ncbi.nlm.nih.gov/gene/?term=6585
LINGO3	LINGO3	leucine rich repeat and Ig domain containing 3	645191	https://www.ncbi.nlm.nih.gov/gene/?term=645191
HMX1	HMX1	H6 family homeobox 1	3166	https://www.ncbi.nlm.nih.gov/gene/?term=3166
BEST3	BEST3	bestrophin 3	144453	https://www.ncbi.nlm.nih.gov/gene/?term=144453
ATCAY	ATCAY	ATCAY, caytaxin	85300	https://www.ncbi.nlm.nih.gov/gene/?term=85300
CACNG7	CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7	59284	https://www.ncbi.nlm.nih.gov/gene/?term=59284
C20orf85	C20orf85	chromosome 20 open reading frame 85	128602	https://www.ncbi.nlm.nih.gov/gene/?term=128602
IFNE	IFNE	interferon epsilon	338376	https://www.ncbi.nlm.nih.gov/gene/?term=338376
SSTR5	SSTR5	somatostatin receptor 5	6755	https://www.ncbi.nlm.nih.gov/gene/?term=6755
GALNT9	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9	50614	https://www.ncbi.nlm.nih.gov/gene/?term=50614
ALPP	ALPP	alkaline phosphatase, placental	250	https://www.ncbi.nlm.nih.gov/gene/?term=250
SOX21	SOX21	SRY-box 21	11166	https://www.ncbi.nlm.nih.gov/gene/?term=11166
PADI1	PADI1	peptidyl arginine deiminase 1	29943	https://www.ncbi.nlm.nih.gov/gene/?term=29943
