userId	geneSymbol	geneName	entrezgene	gLink
CYP2C9	CYP2C9	cytochrome P450 family 2 subfamily C member 9	1559	https://www.ncbi.nlm.nih.gov/gene/?term=1559
SAA2	SAA2	serum amyloid A2	6289	https://www.ncbi.nlm.nih.gov/gene/?term=6289
CD5L	CD5L	CD5 molecule like	922	https://www.ncbi.nlm.nih.gov/gene/?term=922
ZBP1	ZBP1	Z-DNA binding protein 1	81030	https://www.ncbi.nlm.nih.gov/gene/?term=81030
KCNJ10	KCNJ10	potassium voltage-gated channel subfamily J member 10	3766	https://www.ncbi.nlm.nih.gov/gene/?term=3766
APOC3	APOC3	apolipoprotein C3	345	https://www.ncbi.nlm.nih.gov/gene/?term=345
RUFY4	RUFY4	RUN and FYVE domain containing 4	285180	https://www.ncbi.nlm.nih.gov/gene/?term=285180
TNIP3	TNIP3	TNFAIP3 interacting protein 3	79931	https://www.ncbi.nlm.nih.gov/gene/?term=79931
SLA2	SLA2	Src like adaptor 2	84174	https://www.ncbi.nlm.nih.gov/gene/?term=84174
GZMA	GZMA	granzyme A	3001	https://www.ncbi.nlm.nih.gov/gene/?term=3001
DUSP13	DUSP13	dual specificity phosphatase 13	51207	https://www.ncbi.nlm.nih.gov/gene/?term=51207
PRF1	PRF1	perforin 1	5551	https://www.ncbi.nlm.nih.gov/gene/?term=5551
CYP2C18	CYP2C18	cytochrome P450 family 2 subfamily C member 18	1562	https://www.ncbi.nlm.nih.gov/gene/?term=1562
