userId	geneSymbol	geneName	entrezgene	gLink
MAGEA3	MAGEA3	MAGE family member A3	4102	https://www.ncbi.nlm.nih.gov/gene/?term=4102
CST1	CST1	cystatin SN	1469	https://www.ncbi.nlm.nih.gov/gene/?term=1469
SCGB2A1	SCGB2A1	secretoglobin family 2A member 1	4246	https://www.ncbi.nlm.nih.gov/gene/?term=4246
SOX11	SOX11	SRY-box 11	6664	https://www.ncbi.nlm.nih.gov/gene/?term=6664
S100A7	S100A7	S100 calcium binding protein A7	6278	https://www.ncbi.nlm.nih.gov/gene/?term=6278
ALPP	ALPP	alkaline phosphatase, placental	250	https://www.ncbi.nlm.nih.gov/gene/?term=250
CBLC	CBLC	Cbl proto-oncogene C	23624	https://www.ncbi.nlm.nih.gov/gene/?term=23624
PGLYRP4	PGLYRP4	peptidoglycan recognition protein 4	57115	https://www.ncbi.nlm.nih.gov/gene/?term=57115
IGFL1	IGFL1	IGF like family member 1	374918	https://www.ncbi.nlm.nih.gov/gene/?term=374918
CCL11	CCL11	C-C motif chemokine ligand 11	6356	https://www.ncbi.nlm.nih.gov/gene/?term=6356
SNTN	SNTN	sentan, cilia apical structure protein	132203	https://www.ncbi.nlm.nih.gov/gene/?term=132203
EN1	EN1	engrailed homeobox 1	2019	https://www.ncbi.nlm.nih.gov/gene/?term=2019
CSF2	CSF2	colony stimulating factor 2	1437	https://www.ncbi.nlm.nih.gov/gene/?term=1437
TFF1	TFF1	trefoil factor 1	7031	https://www.ncbi.nlm.nih.gov/gene/?term=7031
SRMS	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	6725	https://www.ncbi.nlm.nih.gov/gene/?term=6725
SPRR1A	SPRR1A	small proline rich protein 1A	6698	https://www.ncbi.nlm.nih.gov/gene/?term=6698
REG3A	REG3A	regenerating family member 3 alpha	5068	https://www.ncbi.nlm.nih.gov/gene/?term=5068
MUC17	MUC17	mucin 17, cell surface associated	140453	https://www.ncbi.nlm.nih.gov/gene/?term=140453
MAGEA1	MAGEA1	MAGE family member A1	4100	https://www.ncbi.nlm.nih.gov/gene/?term=4100
ANXA10	ANXA10	annexin A10	11199	https://www.ncbi.nlm.nih.gov/gene/?term=11199
PLA2G4E	PLA2G4E	phospholipase A2 group IVE	123745	https://www.ncbi.nlm.nih.gov/gene/?term=123745
MAGEC1	MAGEC1	MAGE family member C1	9947	https://www.ncbi.nlm.nih.gov/gene/?term=9947
CLEC3A	CLEC3A	C-type lectin domain family 3 member A	10143	https://www.ncbi.nlm.nih.gov/gene/?term=10143
MMP1	MMP1	matrix metallopeptidase 1	4312	https://www.ncbi.nlm.nih.gov/gene/?term=4312
SPRR1B	SPRR1B	small proline rich protein 1B	6699	https://www.ncbi.nlm.nih.gov/gene/?term=6699
CACNG1	CACNG1	calcium voltage-gated channel auxiliary subunit gamma 1	786	https://www.ncbi.nlm.nih.gov/gene/?term=786
KRT6B	KRT6B	keratin 6B	3854	https://www.ncbi.nlm.nih.gov/gene/?term=3854
CEACAM7	CEACAM7	carcinoembryonic antigen related cell adhesion molecule 7	1087	https://www.ncbi.nlm.nih.gov/gene/?term=1087
UGT1A8	UGT1A8	UDP glucuronosyltransferase family 1 member A8	54576	https://www.ncbi.nlm.nih.gov/gene/?term=54576
ROS1	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	6098	https://www.ncbi.nlm.nih.gov/gene/?term=6098
SCEL	SCEL	sciellin	8796	https://www.ncbi.nlm.nih.gov/gene/?term=8796
SLC6A14	SLC6A14	solute carrier family 6 member 14	11254	https://www.ncbi.nlm.nih.gov/gene/?term=11254
VGLL1	VGLL1	vestigial like family member 1	51442	https://www.ncbi.nlm.nih.gov/gene/?term=51442
MAGEA6	MAGEA6	MAGE family member A6	4105	https://www.ncbi.nlm.nih.gov/gene/?term=4105
ARL14	ARL14	ADP ribosylation factor like GTPase 14	80117	https://www.ncbi.nlm.nih.gov/gene/?term=80117
AKR1B15	AKR1B15	aldo-keto reductase family 1 member B15	441282	https://www.ncbi.nlm.nih.gov/gene/?term=441282
MAGEA12	MAGEA12	MAGE family member A12	4111	https://www.ncbi.nlm.nih.gov/gene/?term=4111
CEACAM5	CEACAM5	carcinoembryonic antigen related cell adhesion molecule 5	1048	https://www.ncbi.nlm.nih.gov/gene/?term=1048
KCNA1	KCNA1	potassium voltage-gated channel subfamily A member 1	3736	https://www.ncbi.nlm.nih.gov/gene/?term=3736
PAX1	PAX1	paired box 1	5075	https://www.ncbi.nlm.nih.gov/gene/?term=5075
SLCO1B3	SLCO1B3	solute carrier organic anion transporter family member 1B3	28234	https://www.ncbi.nlm.nih.gov/gene/?term=28234
LEMD1	LEMD1	LEM domain containing 1	93273	https://www.ncbi.nlm.nih.gov/gene/?term=93273
UGT1A7	UGT1A7	UDP glucuronosyltransferase family 1 member A7	54577	https://www.ncbi.nlm.nih.gov/gene/?term=54577
SIM1	SIM1	SIM bHLH transcription factor 1	6492	https://www.ncbi.nlm.nih.gov/gene/?term=6492
IL22RA2	IL22RA2	interleukin 22 receptor subunit alpha 2	116379	https://www.ncbi.nlm.nih.gov/gene/?term=116379
C11orf53	C11orf53	chromosome 11 open reading frame 53	341032	https://www.ncbi.nlm.nih.gov/gene/?term=341032
SDR16C5	SDR16C5	short chain dehydrogenase/reductase family 16C member 5	195814	https://www.ncbi.nlm.nih.gov/gene/?term=195814
PAX7	PAX7	paired box 7	5081	https://www.ncbi.nlm.nih.gov/gene/?term=5081
NKX3-2	NKX3-2	NK3 homeobox 2	579	https://www.ncbi.nlm.nih.gov/gene/?term=579
BARX1	BARX1	BARX homeobox 1	56033	https://www.ncbi.nlm.nih.gov/gene/?term=56033
C11orf86	C11orf86	chromosome 11 open reading frame 86	254439	https://www.ncbi.nlm.nih.gov/gene/?term=254439
B3GNT6	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	192134	https://www.ncbi.nlm.nih.gov/gene/?term=192134
WFDC12	WFDC12	WAP four-disulfide core domain 12	128488	https://www.ncbi.nlm.nih.gov/gene/?term=128488
ADAMTS12	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792	https://www.ncbi.nlm.nih.gov/gene/?term=81792
FAP	FAP	fibroblast activation protein alpha	2191	https://www.ncbi.nlm.nih.gov/gene/?term=2191
CSAG1	CSAG1	chondrosarcoma associated gene 1	158511	https://www.ncbi.nlm.nih.gov/gene/?term=158511
LGALS9B	LGALS9B	galectin 9B	284194	https://www.ncbi.nlm.nih.gov/gene/?term=284194
KRT6C	KRT6C	keratin 6C	286887	https://www.ncbi.nlm.nih.gov/gene/?term=286887
ADIPOQ	ADIPOQ	adiponectin, C1Q and collagen domain containing	9370	https://www.ncbi.nlm.nih.gov/gene/?term=9370
