userId	geneSymbol	geneName	entrezgene	gLink
ROR1	ROR1	receptor tyrosine kinase like orphan receptor 1	4919	https://www.ncbi.nlm.nih.gov/gene/?term=4919
PDE3A	PDE3A	phosphodiesterase 3A	5139	https://www.ncbi.nlm.nih.gov/gene/?term=5139
RASEF	RASEF	RAS and EF-hand domain containing	158158	https://www.ncbi.nlm.nih.gov/gene/?term=158158
SMAD9	SMAD9	SMAD family member 9	4093	https://www.ncbi.nlm.nih.gov/gene/?term=4093
SNORD116-28	SNORD116-28	small nucleolar RNA, C/D box 116-28	100033820	https://www.ncbi.nlm.nih.gov/gene/?term=100033820
EDIL3	EDIL3	EGF like repeats and discoidin domains 3	10085	https://www.ncbi.nlm.nih.gov/gene/?term=10085
TMED7-TICAM2	TMED7-TICAM2	TMED7-TICAM2 readthrough	100302736	https://www.ncbi.nlm.nih.gov/gene/?term=100302736
BICC1	BICC1	BicC family RNA binding protein 1	80114	https://www.ncbi.nlm.nih.gov/gene/?term=80114
AR	AR	androgen receptor	367	https://www.ncbi.nlm.nih.gov/gene/?term=367
PCDHGB5	PCDHGB5	protocadherin gamma subfamily B, 5	56101	https://www.ncbi.nlm.nih.gov/gene/?term=56101
WNT9A	WNT9A	Wnt family member 9A	7483	https://www.ncbi.nlm.nih.gov/gene/?term=7483
PCDHGB1	PCDHGB1	protocadherin gamma subfamily B, 1	56104	https://www.ncbi.nlm.nih.gov/gene/?term=56104
PCDHGA2	PCDHGA2	protocadherin gamma subfamily A, 2	56113	https://www.ncbi.nlm.nih.gov/gene/?term=56113
FMN1	FMN1	formin 1	342184	https://www.ncbi.nlm.nih.gov/gene/?term=342184
PREX2	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	80243	https://www.ncbi.nlm.nih.gov/gene/?term=80243
ARHGAP11B	ARHGAP11B	Rho GTPase activating protein 11B	89839	https://www.ncbi.nlm.nih.gov/gene/?term=89839
PCDHGB2	PCDHGB2	protocadherin gamma subfamily B, 2	56103	https://www.ncbi.nlm.nih.gov/gene/?term=56103
PCDHGA12	PCDHGA12	protocadherin gamma subfamily A, 12	26025	https://www.ncbi.nlm.nih.gov/gene/?term=26025
PCDHGA4	PCDHGA4	protocadherin gamma subfamily A, 4	56111	https://www.ncbi.nlm.nih.gov/gene/?term=56111
CCDC144B	CCDC144B	coiled-coil domain containing 144B (pseudogene)	284047	https://www.ncbi.nlm.nih.gov/gene/?term=284047
IL7R	IL7R	interleukin 7 receptor	3575	https://www.ncbi.nlm.nih.gov/gene/?term=3575
PRR11	PRR11	proline rich 11	55771	https://www.ncbi.nlm.nih.gov/gene/?term=55771
CLSPN	CLSPN	claspin	63967	https://www.ncbi.nlm.nih.gov/gene/?term=63967
DDR2	DDR2	discoidin domain receptor tyrosine kinase 2	4921	https://www.ncbi.nlm.nih.gov/gene/?term=4921
MICALCL	MICALCL	MICAL C-terminal like	84953	https://www.ncbi.nlm.nih.gov/gene/?term=84953
ITGA8	ITGA8	integrin subunit alpha 8	8516	https://www.ncbi.nlm.nih.gov/gene/?term=8516
DOC2B	DOC2B	double C2 domain beta	8447	https://www.ncbi.nlm.nih.gov/gene/?term=8447
IGSF9B	IGSF9B	immunoglobulin superfamily member 9B	22997	https://www.ncbi.nlm.nih.gov/gene/?term=22997
PCDHGB4	PCDHGB4	protocadherin gamma subfamily B, 4	8641	https://www.ncbi.nlm.nih.gov/gene/?term=8641
PCDHGA9	PCDHGA9	protocadherin gamma subfamily A, 9	56107	https://www.ncbi.nlm.nih.gov/gene/?term=56107
PCDHB11	PCDHB11	protocadherin beta 11	56125	https://www.ncbi.nlm.nih.gov/gene/?term=56125
TNFSF15	TNFSF15	TNF superfamily member 15	9966	https://www.ncbi.nlm.nih.gov/gene/?term=9966
NIPAL1	NIPAL1	NIPA like domain containing 1	152519	https://www.ncbi.nlm.nih.gov/gene/?term=152519
FRRS1	FRRS1	ferric chelate reductase 1	391059	https://www.ncbi.nlm.nih.gov/gene/?term=391059
IKZF3	IKZF3	IKAROS family zinc finger 3	22806	https://www.ncbi.nlm.nih.gov/gene/?term=22806
NOS1AP	NOS1AP	nitric oxide synthase 1 adaptor protein	9722	https://www.ncbi.nlm.nih.gov/gene/?term=9722
PROX1	PROX1	prospero homeobox 1	5629	https://www.ncbi.nlm.nih.gov/gene/?term=5629
ADAMTS12	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792	https://www.ncbi.nlm.nih.gov/gene/?term=81792
PYGO1	PYGO1	pygopus family PHD finger 1	26108	https://www.ncbi.nlm.nih.gov/gene/?term=26108
CSRNP3	CSRNP3	cysteine and serine rich nuclear protein 3	80034	https://www.ncbi.nlm.nih.gov/gene/?term=80034
P2RY1	P2RY1	purinergic receptor P2Y1	5028	https://www.ncbi.nlm.nih.gov/gene/?term=5028
TSHZ2	TSHZ2	teashirt zinc finger homeobox 2	128553	https://www.ncbi.nlm.nih.gov/gene/?term=128553
ITGA9	ITGA9	integrin subunit alpha 9	3680	https://www.ncbi.nlm.nih.gov/gene/?term=3680
CCDC144A	CCDC144A	coiled-coil domain containing 144A	9720	https://www.ncbi.nlm.nih.gov/gene/?term=9720
CCR4	CCR4	C-C motif chemokine receptor 4	1233	https://www.ncbi.nlm.nih.gov/gene/?term=1233
PCDHGC5	PCDHGC5	protocadherin gamma subfamily C, 5	56097	https://www.ncbi.nlm.nih.gov/gene/?term=56097
FAM83G	FAM83G	family with sequence similarity 83 member G	644815	https://www.ncbi.nlm.nih.gov/gene/?term=644815
P2RX7	P2RX7	purinergic receptor P2X 7	5027	https://www.ncbi.nlm.nih.gov/gene/?term=5027
BRIP1	BRIP1	BRCA1 interacting protein C-terminal helicase 1	83990	https://www.ncbi.nlm.nih.gov/gene/?term=83990
PCDHGB7	PCDHGB7	protocadherin gamma subfamily B, 7	56099	https://www.ncbi.nlm.nih.gov/gene/?term=56099
RUNX1T1	RUNX1T1	RUNX1 translocation partner 1	862	https://www.ncbi.nlm.nih.gov/gene/?term=862
GPR173	GPR173	G protein-coupled receptor 173	54328	https://www.ncbi.nlm.nih.gov/gene/?term=54328
SLIT2	SLIT2	slit guidance ligand 2	9353	https://www.ncbi.nlm.nih.gov/gene/?term=9353
ABO	ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	28	https://www.ncbi.nlm.nih.gov/gene/?term=28
ULBP3	ULBP3	UL16 binding protein 3	79465	https://www.ncbi.nlm.nih.gov/gene/?term=79465
PCDHGB6	PCDHGB6	protocadherin gamma subfamily B, 6	56100	https://www.ncbi.nlm.nih.gov/gene/?term=56100
GCNT4	GCNT4	glucosaminyl (N-acetyl) transferase 4	51301	https://www.ncbi.nlm.nih.gov/gene/?term=51301
PCDHGA7	PCDHGA7	protocadherin gamma subfamily A, 7	56108	https://www.ncbi.nlm.nih.gov/gene/?term=56108
FRMD3	FRMD3	FERM domain containing 3	257019	https://www.ncbi.nlm.nih.gov/gene/?term=257019
PIK3CG	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	5294	https://www.ncbi.nlm.nih.gov/gene/?term=5294
ADCY5	ADCY5	adenylate cyclase 5	111	https://www.ncbi.nlm.nih.gov/gene/?term=111
PCDHGA10	PCDHGA10	protocadherin gamma subfamily A, 10	56106	https://www.ncbi.nlm.nih.gov/gene/?term=56106
AVPR1A	AVPR1A	arginine vasopressin receptor 1A	552	https://www.ncbi.nlm.nih.gov/gene/?term=552
PCDHB8	PCDHB8	protocadherin beta 8	56128	https://www.ncbi.nlm.nih.gov/gene/?term=56128
RNF150	RNF150	ring finger protein 150	57484	https://www.ncbi.nlm.nih.gov/gene/?term=57484
KCNQ4	KCNQ4	potassium voltage-gated channel subfamily Q member 4	9132	https://www.ncbi.nlm.nih.gov/gene/?term=9132
BHLHA15	BHLHA15	basic helix-loop-helix family member a15	168620	https://www.ncbi.nlm.nih.gov/gene/?term=168620
KCNA3	KCNA3	potassium voltage-gated channel subfamily A member 3	3738	https://www.ncbi.nlm.nih.gov/gene/?term=3738
KCNJ5	KCNJ5	potassium voltage-gated channel subfamily J member 5	3762	https://www.ncbi.nlm.nih.gov/gene/?term=3762
HRH2	HRH2	histamine receptor H2	3274	https://www.ncbi.nlm.nih.gov/gene/?term=3274
ADAM22	ADAM22	ADAM metallopeptidase domain 22	53616	https://www.ncbi.nlm.nih.gov/gene/?term=53616
ILDR2	ILDR2	immunoglobulin like domain containing receptor 2	387597	https://www.ncbi.nlm.nih.gov/gene/?term=387597
WNK3	WNK3	WNK lysine deficient protein kinase 3	65267	https://www.ncbi.nlm.nih.gov/gene/?term=65267
PCDHGC4	PCDHGC4	protocadherin gamma subfamily C, 4	56098	https://www.ncbi.nlm.nih.gov/gene/?term=56098
FAM110C	FAM110C	family with sequence similarity 110 member C	642273	https://www.ncbi.nlm.nih.gov/gene/?term=642273
THSD7A	THSD7A	thrombospondin type 1 domain containing 7A	221981	https://www.ncbi.nlm.nih.gov/gene/?term=221981
PTAFR	PTAFR	platelet activating factor receptor	5724	https://www.ncbi.nlm.nih.gov/gene/?term=5724
GPRIN3	GPRIN3	GPRIN family member 3	285513	https://www.ncbi.nlm.nih.gov/gene/?term=285513
TRPV3	TRPV3	transient receptor potential cation channel subfamily V member 3	162514	https://www.ncbi.nlm.nih.gov/gene/?term=162514
UNC5C	UNC5C	unc-5 netrin receptor C	8633	https://www.ncbi.nlm.nih.gov/gene/?term=8633
CENPI	CENPI	centromere protein I	2491	https://www.ncbi.nlm.nih.gov/gene/?term=2491
SULT1C4	SULT1C4	sulfotransferase family 1C member 4	27233	https://www.ncbi.nlm.nih.gov/gene/?term=27233
CYSLTR2	CYSLTR2	cysteinyl leukotriene receptor 2	57105	https://www.ncbi.nlm.nih.gov/gene/?term=57105
PCDHAC2	PCDHAC2	protocadherin alpha subfamily C, 2	56134	https://www.ncbi.nlm.nih.gov/gene/?term=56134
SERTAD4	SERTAD4	SERTA domain containing 4	56256	https://www.ncbi.nlm.nih.gov/gene/?term=56256
ZNF835	ZNF835	zinc finger protein 835	90485	https://www.ncbi.nlm.nih.gov/gene/?term=90485
TSPAN5	TSPAN5	tetraspanin 5	10098	https://www.ncbi.nlm.nih.gov/gene/?term=10098
SUCNR1	SUCNR1	succinate receptor 1	56670	https://www.ncbi.nlm.nih.gov/gene/?term=56670
FLG	FLG	filaggrin	2312	https://www.ncbi.nlm.nih.gov/gene/?term=2312
ZNF727	ZNF727	zinc finger protein 727	442319	https://www.ncbi.nlm.nih.gov/gene/?term=442319
RAB19	RAB19	RAB19, member RAS oncogene family	401409	https://www.ncbi.nlm.nih.gov/gene/?term=401409
BRCA2	BRCA2	BRCA2, DNA repair associated	675	https://www.ncbi.nlm.nih.gov/gene/?term=675
CD84	CD84	CD84 molecule	8832	https://www.ncbi.nlm.nih.gov/gene/?term=8832
PHACTR1	PHACTR1	phosphatase and actin regulator 1	221692	https://www.ncbi.nlm.nih.gov/gene/?term=221692
FOXC2	FOXC2	forkhead box C2	2303	https://www.ncbi.nlm.nih.gov/gene/?term=2303
CHRM3	CHRM3	cholinergic receptor muscarinic 3	1131	https://www.ncbi.nlm.nih.gov/gene/?term=1131
CXADR	CXADR	CXADR, Ig-like cell adhesion molecule	1525	https://www.ncbi.nlm.nih.gov/gene/?term=1525
PCDHGA3	PCDHGA3	protocadherin gamma subfamily A, 3	56112	https://www.ncbi.nlm.nih.gov/gene/?term=56112
VWA2	VWA2	von Willebrand factor A domain containing 2	340706	https://www.ncbi.nlm.nih.gov/gene/?term=340706
COL27A1	COL27A1	collagen type XXVII alpha 1 chain	85301	https://www.ncbi.nlm.nih.gov/gene/?term=85301
RGS7BP	RGS7BP	regulator of G protein signaling 7 binding protein	401190	https://www.ncbi.nlm.nih.gov/gene/?term=401190
CKAP2L	CKAP2L	cytoskeleton associated protein 2 like	150468	https://www.ncbi.nlm.nih.gov/gene/?term=150468
BTC	BTC	betacellulin	685	https://www.ncbi.nlm.nih.gov/gene/?term=685
SCN8A	SCN8A	sodium voltage-gated channel alpha subunit 8	6334	https://www.ncbi.nlm.nih.gov/gene/?term=6334
TTC22	TTC22	tetratricopeptide repeat domain 22	55001	https://www.ncbi.nlm.nih.gov/gene/?term=55001
GPLD1	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	2822	https://www.ncbi.nlm.nih.gov/gene/?term=2822
ATP8A2	ATP8A2	ATPase phospholipid transporting 8A2	51761	https://www.ncbi.nlm.nih.gov/gene/?term=51761
SPC24	SPC24	SPC24, NDC80 kinetochore complex component	147841	https://www.ncbi.nlm.nih.gov/gene/?term=147841
SOX5	SOX5	SRY-box 5	6660	https://www.ncbi.nlm.nih.gov/gene/?term=6660
SCUBE3	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3	222663	https://www.ncbi.nlm.nih.gov/gene/?term=222663
ITGB3	ITGB3	integrin subunit beta 3	3690	https://www.ncbi.nlm.nih.gov/gene/?term=3690
EBF2	EBF2	EBF transcription factor 2	64641	https://www.ncbi.nlm.nih.gov/gene/?term=64641
ZNF486	ZNF486	zinc finger protein 486	90649	https://www.ncbi.nlm.nih.gov/gene/?term=90649
COL8A1	COL8A1	collagen type VIII alpha 1 chain	1295	https://www.ncbi.nlm.nih.gov/gene/?term=1295
GRIK4	GRIK4	glutamate ionotropic receptor kainate type subunit 4	2900	https://www.ncbi.nlm.nih.gov/gene/?term=2900
PDE1C	PDE1C	phosphodiesterase 1C	5137	https://www.ncbi.nlm.nih.gov/gene/?term=5137
EPPK1	EPPK1	epiplakin 1	83481	https://www.ncbi.nlm.nih.gov/gene/?term=83481
SORCS2	SORCS2	sortilin related VPS10 domain containing receptor 2	57537	https://www.ncbi.nlm.nih.gov/gene/?term=57537
SLC16A6	SLC16A6	solute carrier family 16 member 6	9120	https://www.ncbi.nlm.nih.gov/gene/?term=9120
SLC16A7	SLC16A7	solute carrier family 16 member 7	9194	https://www.ncbi.nlm.nih.gov/gene/?term=9194
KCNQ3	KCNQ3	potassium voltage-gated channel subfamily Q member 3	3786	https://www.ncbi.nlm.nih.gov/gene/?term=3786
SHANK1	SHANK1	SH3 and multiple ankyrin repeat domains 1	50944	https://www.ncbi.nlm.nih.gov/gene/?term=50944
