userId	geneSymbol	geneName	entrezgene	gLink
PHGR1	PHGR1	proline, histidine and glycine rich 1	644844	https://www.ncbi.nlm.nih.gov/gene/?term=644844
IHH	IHH	Indian hedgehog signaling molecule	3549	https://www.ncbi.nlm.nih.gov/gene/?term=3549
ZNF536	ZNF536	zinc finger protein 536	9745	https://www.ncbi.nlm.nih.gov/gene/?term=9745
TFF1	TFF1	trefoil factor 1	7031	https://www.ncbi.nlm.nih.gov/gene/?term=7031
LPA	LPA	lipoprotein(a)	4018	https://www.ncbi.nlm.nih.gov/gene/?term=4018
INSC	INSC	INSC, spindle orientation adaptor protein	387755	https://www.ncbi.nlm.nih.gov/gene/?term=387755
PLA2G4F	PLA2G4F	phospholipase A2 group IVF	255189	https://www.ncbi.nlm.nih.gov/gene/?term=255189
IL20	IL20	interleukin 20	50604	https://www.ncbi.nlm.nih.gov/gene/?term=50604
PCSK9	PCSK9	proprotein convertase subtilisin/kexin type 9	255738	https://www.ncbi.nlm.nih.gov/gene/?term=255738
CTAG1B	CTAG1B	cancer/testis antigen 1B	1485	https://www.ncbi.nlm.nih.gov/gene/?term=1485
SLC7A3	SLC7A3	solute carrier family 7 member 3	84889	https://www.ncbi.nlm.nih.gov/gene/?term=84889
ISL1	ISL1	ISL LIM homeobox 1	3670	https://www.ncbi.nlm.nih.gov/gene/?term=3670
LGI1	LGI1	leucine rich glioma inactivated 1	9211	https://www.ncbi.nlm.nih.gov/gene/?term=9211
DHRS2	DHRS2	dehydrogenase/reductase 2	10202	https://www.ncbi.nlm.nih.gov/gene/?term=10202
SLC26A3	SLC26A3	solute carrier family 26 member 3	1811	https://www.ncbi.nlm.nih.gov/gene/?term=1811
SPINK5	SPINK5	serine peptidase inhibitor, Kazal type 5	11005	https://www.ncbi.nlm.nih.gov/gene/?term=11005
ASPG	ASPG	asparaginase	374569	https://www.ncbi.nlm.nih.gov/gene/?term=374569
MAGEB2	MAGEB2	MAGE family member B2	4113	https://www.ncbi.nlm.nih.gov/gene/?term=4113
PRRT4	PRRT4	proline rich transmembrane protein 4	401399	https://www.ncbi.nlm.nih.gov/gene/?term=401399
LGALS7	LGALS7	galectin 7	3963	https://www.ncbi.nlm.nih.gov/gene/?term=3963
RALYL	RALYL	RALY RNA binding protein like	138046	https://www.ncbi.nlm.nih.gov/gene/?term=138046
HMGCS2	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	3158	https://www.ncbi.nlm.nih.gov/gene/?term=3158
PDX1	PDX1	pancreatic and duodenal homeobox 1	3651	https://www.ncbi.nlm.nih.gov/gene/?term=3651
SOX21	SOX21	SRY-box 21	11166	https://www.ncbi.nlm.nih.gov/gene/?term=11166
EPHA5	EPHA5	EPH receptor A5	2044	https://www.ncbi.nlm.nih.gov/gene/?term=2044
LGALS7B	LGALS7B	galectin 7B	653499	https://www.ncbi.nlm.nih.gov/gene/?term=653499
UGT1A10	UGT1A10	UDP glucuronosyltransferase family 1 member A10	54575	https://www.ncbi.nlm.nih.gov/gene/?term=54575
CALML3	CALML3	calmodulin like 3	810	https://www.ncbi.nlm.nih.gov/gene/?term=810
UGT3A1	UGT3A1	UDP glycosyltransferase family 3 member A1	133688	https://www.ncbi.nlm.nih.gov/gene/?term=133688
USH1C	USH1C	USH1 protein network component harmonin	10083	https://www.ncbi.nlm.nih.gov/gene/?term=10083
CA4	CA4	carbonic anhydrase 4	762	https://www.ncbi.nlm.nih.gov/gene/?term=762
KLK3	KLK3	kallikrein related peptidase 3	354	https://www.ncbi.nlm.nih.gov/gene/?term=354
FGF19	FGF19	fibroblast growth factor 19	9965	https://www.ncbi.nlm.nih.gov/gene/?term=9965
MSMB	MSMB	microseminoprotein beta	4477	https://www.ncbi.nlm.nih.gov/gene/?term=4477
UGT1A7	UGT1A7	UDP glucuronosyltransferase family 1 member A7	54577	https://www.ncbi.nlm.nih.gov/gene/?term=54577
FOXL2	FOXL2	forkhead box L2	668	https://www.ncbi.nlm.nih.gov/gene/?term=668
PRKY	PRKY	protein kinase Y-linked (pseudogene)	5616	https://www.ncbi.nlm.nih.gov/gene/?term=5616
OTC	OTC	ornithine carbamoyltransferase	5009	https://www.ncbi.nlm.nih.gov/gene/?term=5009
SERPINB4	SERPINB4	serpin family B member 4	6318	https://www.ncbi.nlm.nih.gov/gene/?term=6318
CNTFR	CNTFR	ciliary neurotrophic factor receptor	1271	https://www.ncbi.nlm.nih.gov/gene/?term=1271
PLA2G4E	PLA2G4E	phospholipase A2 group IVE	123745	https://www.ncbi.nlm.nih.gov/gene/?term=123745
TAC3	TAC3	tachykinin 3	6866	https://www.ncbi.nlm.nih.gov/gene/?term=6866
CHGA	CHGA	chromogranin A	1113	https://www.ncbi.nlm.nih.gov/gene/?term=1113
SOX1	SOX1	SRY-box 1	6656	https://www.ncbi.nlm.nih.gov/gene/?term=6656
TAC1	TAC1	tachykinin precursor 1	6863	https://www.ncbi.nlm.nih.gov/gene/?term=6863
TMEM229A	TMEM229A	transmembrane protein 229A	730130	https://www.ncbi.nlm.nih.gov/gene/?term=730130
OLFM4	OLFM4	olfactomedin 4	10562	https://www.ncbi.nlm.nih.gov/gene/?term=10562
HPSE2	HPSE2	heparanase 2 (inactive)	60495	https://www.ncbi.nlm.nih.gov/gene/?term=60495
FSTL5	FSTL5	follistatin like 5	56884	https://www.ncbi.nlm.nih.gov/gene/?term=56884
SERPINB11	SERPINB11	serpin family B member 11 (gene/pseudogene)	89778	https://www.ncbi.nlm.nih.gov/gene/?term=89778
ADH1C	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	126	https://www.ncbi.nlm.nih.gov/gene/?term=126
ADH7	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	131	https://www.ncbi.nlm.nih.gov/gene/?term=131
SERPINB3	SERPINB3	serpin family B member 3	6317	https://www.ncbi.nlm.nih.gov/gene/?term=6317
SLCO1A2	SLCO1A2	solute carrier organic anion transporter family member 1A2	6579	https://www.ncbi.nlm.nih.gov/gene/?term=6579
EDN3	EDN3	endothelin 3	1908	https://www.ncbi.nlm.nih.gov/gene/?term=1908
EPS8L3	EPS8L3	EPS8 like 3	79574	https://www.ncbi.nlm.nih.gov/gene/?term=79574
GDA	GDA	guanine deaminase	9615	https://www.ncbi.nlm.nih.gov/gene/?term=9615
CSMD3	CSMD3	CUB and Sushi multiple domains 3	114788	https://www.ncbi.nlm.nih.gov/gene/?term=114788
GPX2	GPX2	glutathione peroxidase 2	2877	https://www.ncbi.nlm.nih.gov/gene/?term=2877
C11orf53	C11orf53	chromosome 11 open reading frame 53	341032	https://www.ncbi.nlm.nih.gov/gene/?term=341032
RHCG	RHCG	Rh family C glycoprotein	51458	https://www.ncbi.nlm.nih.gov/gene/?term=51458
DQX1	DQX1	DEAQ-box RNA dependent ATPase 1	165545	https://www.ncbi.nlm.nih.gov/gene/?term=165545
CYP2W1	CYP2W1	cytochrome P450 family 2 subfamily W member 1	54905	https://www.ncbi.nlm.nih.gov/gene/?term=54905
TSPAN8	TSPAN8	tetraspanin 8	7103	https://www.ncbi.nlm.nih.gov/gene/?term=7103
SULT1E1	SULT1E1	sulfotransferase family 1E member 1	6783	https://www.ncbi.nlm.nih.gov/gene/?term=6783
CLCA4	CLCA4	chloride channel accessory 4	22802	https://www.ncbi.nlm.nih.gov/gene/?term=22802
PIWIL1	PIWIL1	piwi like RNA-mediated gene silencing 1	9271	https://www.ncbi.nlm.nih.gov/gene/?term=9271
RNF186	RNF186	ring finger protein 186	54546	https://www.ncbi.nlm.nih.gov/gene/?term=54546
UGT1A6	UGT1A6	UDP glucuronosyltransferase family 1 member A6	54578	https://www.ncbi.nlm.nih.gov/gene/?term=54578
IGDCC3	IGDCC3	immunoglobulin superfamily DCC subclass member 3	9543	https://www.ncbi.nlm.nih.gov/gene/?term=9543
SERPINB13	SERPINB13	serpin family B member 13	5275	https://www.ncbi.nlm.nih.gov/gene/?term=5275
LCE3D	LCE3D	late cornified envelope 3D	84648	https://www.ncbi.nlm.nih.gov/gene/?term=84648
UGT1A1	UGT1A1	UDP glucuronosyltransferase family 1 member A1	54658	https://www.ncbi.nlm.nih.gov/gene/?term=54658
PIK3C2G	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	5288	https://www.ncbi.nlm.nih.gov/gene/?term=5288
UGT1A3	UGT1A3	UDP glucuronosyltransferase family 1 member A3	54659	https://www.ncbi.nlm.nih.gov/gene/?term=54659
FXYD4	FXYD4	FXYD domain containing ion transport regulator 4	53828	https://www.ncbi.nlm.nih.gov/gene/?term=53828
POPDC3	POPDC3	popeye domain containing 3	64208	https://www.ncbi.nlm.nih.gov/gene/?term=64208
SULT2A1	SULT2A1	sulfotransferase family 2A member 1	6822	https://www.ncbi.nlm.nih.gov/gene/?term=6822
CPN1	CPN1	carboxypeptidase N subunit 1	1369	https://www.ncbi.nlm.nih.gov/gene/?term=1369
UGT1A9	UGT1A9	UDP glucuronosyltransferase family 1 member A9	54600	https://www.ncbi.nlm.nih.gov/gene/?term=54600
CDH10	CDH10	cadherin 10	1008	https://www.ncbi.nlm.nih.gov/gene/?term=1008
SI	SI	sucrase-isomaltase	6476	https://www.ncbi.nlm.nih.gov/gene/?term=6476
BTBD17	BTBD17	BTB domain containing 17	388419	https://www.ncbi.nlm.nih.gov/gene/?term=388419
CHP2	CHP2	calcineurin like EF-hand protein 2	63928	https://www.ncbi.nlm.nih.gov/gene/?term=63928
CSF3	CSF3	colony stimulating factor 3	1440	https://www.ncbi.nlm.nih.gov/gene/?term=1440
DAZ1	DAZ1	deleted in azoospermia 1	1617	https://www.ncbi.nlm.nih.gov/gene/?term=1617
CDH7	CDH7	cadherin 7	1005	https://www.ncbi.nlm.nih.gov/gene/?term=1005
NLGN4Y	NLGN4Y	neuroligin 4 Y-linked	22829	https://www.ncbi.nlm.nih.gov/gene/?term=22829
ZFY	ZFY	zinc finger protein Y-linked	7544	https://www.ncbi.nlm.nih.gov/gene/?term=7544
TMSB4Y	TMSB4Y	thymosin beta 4 Y-linked	9087	https://www.ncbi.nlm.nih.gov/gene/?term=9087
KDM5D	KDM5D	lysine demethylase 5D	8284	https://www.ncbi.nlm.nih.gov/gene/?term=8284
RPS4Y1	RPS4Y1	ribosomal protein S4 Y-linked 1	6192	https://www.ncbi.nlm.nih.gov/gene/?term=6192
ODAM	ODAM	odontogenic, ameloblast associated	54959	https://www.ncbi.nlm.nih.gov/gene/?term=54959
USP9Y	USP9Y	ubiquitin specific peptidase 9 Y-linked	8287	https://www.ncbi.nlm.nih.gov/gene/?term=8287
UTY	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	7404	https://www.ncbi.nlm.nih.gov/gene/?term=7404
TTTY15	TTTY15	testis-specific transcript, Y-linked 15	64595	https://www.ncbi.nlm.nih.gov/gene/?term=64595
DDX3Y	DDX3Y	DEAD-box helicase 3 Y-linked	8653	https://www.ncbi.nlm.nih.gov/gene/?term=8653
EIF1AY	EIF1AY	eukaryotic translation initiation factor 1A Y-linked	9086	https://www.ncbi.nlm.nih.gov/gene/?term=9086
