userId	geneSymbol	geneName	entrezgene	gLink
PGLYRP4	PGLYRP4	peptidoglycan recognition protein 4	57115	https://www.ncbi.nlm.nih.gov/gene/?term=57115
CLDN16	CLDN16	claudin 16	10686	https://www.ncbi.nlm.nih.gov/gene/?term=10686
WT1	WT1	Wilms tumor 1	7490	https://www.ncbi.nlm.nih.gov/gene/?term=7490
EN1	EN1	engrailed homeobox 1	2019	https://www.ncbi.nlm.nih.gov/gene/?term=2019
NKX6-1	NKX6-1	NK6 homeobox 1	4825	https://www.ncbi.nlm.nih.gov/gene/?term=4825
CRYGN	CRYGN	crystallin gamma N	155051	https://www.ncbi.nlm.nih.gov/gene/?term=155051
HAND2	HAND2	heart and neural crest derivatives expressed 2	9464	https://www.ncbi.nlm.nih.gov/gene/?term=9464
KPNA7	KPNA7	karyopherin subunit alpha 7	402569	https://www.ncbi.nlm.nih.gov/gene/?term=402569
CST1	CST1	cystatin SN	1469	https://www.ncbi.nlm.nih.gov/gene/?term=1469
SCRG1	SCRG1	stimulator of chondrogenesis 1	11341	https://www.ncbi.nlm.nih.gov/gene/?term=11341
KRT6C	KRT6C	keratin 6C	286887	https://www.ncbi.nlm.nih.gov/gene/?term=286887
PADI1	PADI1	peptidyl arginine deiminase 1	29943	https://www.ncbi.nlm.nih.gov/gene/?term=29943
GPR1	GPR1	G protein-coupled receptor 1	2825	https://www.ncbi.nlm.nih.gov/gene/?term=2825
KLK12	KLK12	kallikrein related peptidase 12	43849	https://www.ncbi.nlm.nih.gov/gene/?term=43849
GPR87	GPR87	G protein-coupled receptor 87	53836	https://www.ncbi.nlm.nih.gov/gene/?term=53836
MOGAT2	MOGAT2	monoacylglycerol O-acyltransferase 2	80168	https://www.ncbi.nlm.nih.gov/gene/?term=80168
WNT7A	WNT7A	Wnt family member 7A	7476	https://www.ncbi.nlm.nih.gov/gene/?term=7476
APCS	APCS	amyloid P component, serum	325	https://www.ncbi.nlm.nih.gov/gene/?term=325
KRT4	KRT4	keratin 4	3851	https://www.ncbi.nlm.nih.gov/gene/?term=3851
ZPLD1	ZPLD1	zona pellucida like domain containing 1	131368	https://www.ncbi.nlm.nih.gov/gene/?term=131368
GREM1	GREM1	gremlin 1, DAN family BMP antagonist	26585	https://www.ncbi.nlm.nih.gov/gene/?term=26585
SLC28A3	SLC28A3	solute carrier family 28 member 3	64078	https://www.ncbi.nlm.nih.gov/gene/?term=64078
FAP	FAP	fibroblast activation protein alpha	2191	https://www.ncbi.nlm.nih.gov/gene/?term=2191
CRISP3	CRISP3	cysteine rich secretory protein 3	10321	https://www.ncbi.nlm.nih.gov/gene/?term=10321
MMP7	MMP7	matrix metallopeptidase 7	4316	https://www.ncbi.nlm.nih.gov/gene/?term=4316
SYT8	SYT8	synaptotagmin 8	90019	https://www.ncbi.nlm.nih.gov/gene/?term=90019
LY6D	LY6D	lymphocyte antigen 6 family member D	8581	https://www.ncbi.nlm.nih.gov/gene/?term=8581
SIM1	SIM1	SIM bHLH transcription factor 1	6492	https://www.ncbi.nlm.nih.gov/gene/?term=6492
NKX3-2	NKX3-2	NK3 homeobox 2	579	https://www.ncbi.nlm.nih.gov/gene/?term=579
VTCN1	VTCN1	V-set domain containing T cell activation inhibitor 1	79679	https://www.ncbi.nlm.nih.gov/gene/?term=79679
SMPX	SMPX	small muscle protein X-linked	23676	https://www.ncbi.nlm.nih.gov/gene/?term=23676
APCDD1L	APCDD1L	APC down-regulated 1 like	164284	https://www.ncbi.nlm.nih.gov/gene/?term=164284
KRT23	KRT23	keratin 23	25984	https://www.ncbi.nlm.nih.gov/gene/?term=25984
KRT16	KRT16	keratin 16	3868	https://www.ncbi.nlm.nih.gov/gene/?term=3868
SOX11	SOX11	SRY-box 11	6664	https://www.ncbi.nlm.nih.gov/gene/?term=6664
MAGEA4	MAGEA4	MAGE family member A4	4103	https://www.ncbi.nlm.nih.gov/gene/?term=4103
IL22RA2	IL22RA2	interleukin 22 receptor subunit alpha 2	116379	https://www.ncbi.nlm.nih.gov/gene/?term=116379
PRSS33	PRSS33	serine protease 33	260429	https://www.ncbi.nlm.nih.gov/gene/?term=260429
GABBR2	GABBR2	gamma-aminobutyric acid type B receptor subunit 2	9568	https://www.ncbi.nlm.nih.gov/gene/?term=9568
ARL14	ARL14	ADP ribosylation factor like GTPase 14	80117	https://www.ncbi.nlm.nih.gov/gene/?term=80117
ADAMTS12	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792	https://www.ncbi.nlm.nih.gov/gene/?term=81792
S100A7	S100A7	S100 calcium binding protein A7	6278	https://www.ncbi.nlm.nih.gov/gene/?term=6278
CPN2	CPN2	carboxypeptidase N subunit 2	1370	https://www.ncbi.nlm.nih.gov/gene/?term=1370
SPRR3	SPRR3	small proline rich protein 3	6707	https://www.ncbi.nlm.nih.gov/gene/?term=6707
ITGB6	ITGB6	integrin subunit beta 6	3694	https://www.ncbi.nlm.nih.gov/gene/?term=3694
EFNA2	EFNA2	ephrin A2	1943	https://www.ncbi.nlm.nih.gov/gene/?term=1943
